Message,Tag,Page নাম,Total Tagged (no confusion),Count 0,Count 1,Count 2,Count 3,Count 4,Count 5,Total Normal,Total Hate
আচোদা পাবলিক,1,Imran H Sarker,,,,,,,,,
সাহাবাগে বিরিয়ানির ভাগ পাইছিলেন মনে হয়,0,Imran H Sarker,,,,,,,,,
মানবতা কি কিছু মানুষকে বাদ দিয়ে,0,Imran H Sarker,,,,,,,,,
চেতনা বাজ বাঙ্গালি,0,Imran H Sarker,,,,,,,,,
আপনি কই আছেন ভাই দেখা যায় না দেখি,0,Imran H Sarker,,,,,,,,,
শালা শাহবাগি,1,Imran H Sarker,,,,,,,,,
রোহিঙ্গাদের ইস্যু তে কাকে ভোট দিছলো ছাগু ভাই,1,Imran H Sarker,,,,,,,,,
বলদ নাকি,1,Imran H Sarker,,,,,,,,,
তোদের মত লোকের কাজ হচ্ছে সব সময় মানুষের খারাপ দিক গুলা খুঁজাখুঁজি করা,0,Imran H Sarker,,,,,,,,,
৯০ জন যাত্রী ছিলো,0,Imran H Sarker,,,,,,,,,
মামা পাকিস্তানের ও খবর রাখেন,0,Imran H Sarker,,,,,,,,,
নিজের দেশের কথা ভাবেন পাকিস্তানের জন্য আদা ভিজায়া কাইন্দেন না,0,Imran H Sarker,,,,,,,,,
নাম অনেক খুশি ,0,Imran H Sarker,,,,,,,,,
ভালো পোষ্ট,0,Imran H Sarker,,,,,,,,,
নাম বেটা এইডডষের চেয়েও খারাপ,1,Imran H Sarker,,,,,,,,,
মালায়োন আসছে মালায়োন,2,Imran H Sarker,,,,,,,,,
মালোয়ান কি ভাই,0,Imran H Sarker,,,,,,,,,
মুসলমান নির্যাতন বন্ধ করতে পারলো না,0,Imran H Sarker,,,,,,,,,
তুই দিবা স্বপ্ন দেখ,0,Imran H Sarker,,,,,,,,,
কিছু মোমবাতি আগরবাতি নিয়ে তাড়াতাড়ি শাহবাগে চলে আয়,0,Imran H Sarker,,,,,,,,,
এই দুর্যোগে কাটিয়ে উঠুক এই প্রার্থনা ,4,Imran H Sarker,,,,,,,,,
মার থেকে মামার দরদ বেশী,0,Imran H Sarker,,,,,,,,,
আমরা তাদের অভ্যন্তরীণ ব্যাপারে নাক গলাই না,0,Imran H Sarker,,,,,,,,,
অধিকার বঞ্ছিত কলকাতা  ,0,Imran H Sarker,,,,,,,,,
নিজের জাতের পরিচয় দিয়ে দিলি অমানুষ চাকমা জানোয়ার,2,Imran H Sarker,,,,,,,,,
আমি তো জানতাম যারা বাংলায় কথা বলে তারাই বাঙালি,0,Imran H Sarker,,,,,,,,,
ছেড়া পাতার কাব্য       ,0,Imran H Sarker,,,,,,,,,
এগিয়ে জান,4,Imran H Sarker,,,,,,,,,
শুভ কামনা,4,Imran H Sarker,,,,,,,,,
ঈশ্বর আপনার মঙ্গল করুক,4,Imran H Sarker,,,,,,,,,
শত সহস্র ধন্যবাদ,4,Imran H Sarker,,,,,,,,,
সাব্বাস এখনই সময় মানবতার সেবা দেওয়ার,4,Imran H Sarker,,,,,,,,,
খুবই ভাল উদ্যোগ  সব এরিয়াতে এমন হলে ভালই হতো,4,Imran H Sarker,,,,,,,,,
আপনার সুস্থতা ও দীর্ঘায়ু কামনা করছি শুভ কামনা,4,Imran H Sarker,,,,,,,,,
দুত আরোগ্য কামনা করি,4,Imran H Sarker,,,,,,,,,
মহান আল্লাহ তাআলা আপনাকে যেন সুস্থ করে দেন আমীন,4,Imran H Sarker,,,,,,,,,
দোয়া রইল,4,Imran H Sarker,,,,,,,,,
ফি আমানিল্লাহ,4,Imran H Sarker,,,,,,,,,
আমাদের দোয়া ও ভালবাসা আপনার প্রতি নিরন্তর মহান আল্লাহপাক আপনার সহায় হোন ,4,Imran H Sarker,,,,,,,,,
আল্লাহ আপনাকে নেক হায়াত দান করুন তাড়াতাড়ি  সুস্থ হয়ে আবার আমাদের  সেবায়  এগিয়ে আসবেন ইনশাআল্লাহ  এ ই দোয়া করছি,4,Imran H Sarker,,,,,,,,,
সাবাস ডাক্তার  তুমি বাংলাদেশের হিরো,4,Imran H Sarker,,,,,,,,,
আক্রান্তদের কাছ থেকে খোঁজ নিয়ে সংস্পর্শে আশা সবাইকে খুঁজে টেস্ট করা দরকার ছিলো,0,Imran H Sarker,,,,,,,,,
করোনা নিয়ে আর মাথা ব্যথা নেই,0,Imran H Sarker,,,,,,,,,
সব স্বাস্থ্যমন্ত্রীর ব্যবস্থপনার অবদান,0,Imran H Sarker,,,,,,,,,
হালা গাঞ্জাখোর তোর টা আগে টেস্টকরা গাঞ্জা খাইয়া কখন কি করছচ কে জানে,1,Imran H Sarker,,,,,,,,,
তারপরেও গনপরিবহন ছারার চিন্তা গার্মেন্টস খোলার চিন্তা,0,Imran H Sarker,,,,,,,,,
মৃত্যুর সংখ্যা কমে গেছে সকলে বলি আলহামদুলিল্লাহ,4,Imran H Sarker,,,,,,,,,
আপনি কি ভুমিকা পালন করছেন,0,Imran H Sarker,,,,,,,,,
তবুও কতৃপক্ষ নির্বিকারএখন পর্যন্ত সাধারণ ছুটিকে অসাধারণ করতে পারলো না,0,Imran H Sarker,,,,,,,,,
এই খানকির পোলায় দেশটার অনেক ক্ষতি করছে এখন করোনার হিসাব দোচায়,1,Imran H Sarker,,,,,,,,,
ভাইয়া তুমি পঁচে গেছ,0,Imran H Sarker,,,,,,,,,
এই প্রশ্নের উত্তরে কবি নীরব,0,Imran H Sarker,,,,,,,,,
কলাবাগান থানাকে ধন্যবাদ,0,Imran H Sarker,,,,,,,,,
গ্রেপ্তার শব্দটা শোনার জন্য সেই তখন থেকে অপেক্ষা করছিলাম,0,Imran H Sarker,,,,,,,,,
স্যার একটু কথা ছিলো যদি অনুমতি দিতেন,0,Imran H Sarker,,,,,,,,,
ঐ মহিলার বাবা নাকি সচিব দুইদিন পর ঠিকই ছাড়া পেয়ে যাবে,0,Imran H Sarker,,,,,,,,,
আপনার মা কে সালাম ও মোবারক বাদ জানাই ,0,Imran H Sarker,,,,,,,,,
চামচামি করে হ্লা নাম,1,Imran H Sarker,,,,,,,,,
শালা গাজাখোর,1,Imran H Sarker,,,,,,,,,
ফাসি চাই ওর,?,Imran H Sarker,,,,,,,,,
বাহ চমৎকার,0,Imran H Sarker,,,,,,,,,
তোর মত পাগলে আরো কত কিছু কইবো,1,Imran H Sarker,,,,,,,,,
শালার পুত তর বাপ নাম দল এজেন্ট,1,Imran H Sarker,,,,,,,,,
শালা ভন্ড নাম,1,Imran H Sarker,,,,,,,,,
ও একটা বিশ্ব বেহায়া,1,Imran H Sarker,,,,,,,,,
ডিম থেরাপি মনে আছে,0,Imran H Sarker,,,,,,,,,
সে একটা কুলাঙ্গার,1,Imran H Sarker,,,,,,,,,
তরে ডিম থেরাপি দেয়া দরকার শালা নাস্তিক,1,Imran H Sarker,,,,,,,,,
কুত্তার বাচ্চা,1,Imran H Sarker,,,,,,,,,
ভূতের মুখে রাম রাম,0,Imran H Sarker,,,,,,,,,
সবকিছু করা এ কুত্তার বাচ্চা হয়েছে নাটের গুরু,1,Imran H Sarker,,,,,,,,,
আরেক নাস্তিক কুত্তার বাচ্ছা নাম তুই কি কাকু নেড়িকুত্তা,1,Imran H Sarker,,,,,,,,,
চামচার বাচ্চা যতই তালবাহানা করো তরে ও ধরা হবে সালা পাকী,1,Imran H Sarker,,,,,,,,,
সব মিথ্যাকথা,0,Imran H Sarker,,,,,,,,,
মাগির পোলা নাম,1,Imran H Sarker,,,,,,,,,
অভিশাপ তোদের উপর,2,Imran H Sarker,,,,,,,,,
ছাগল কই কি,1,Imran H Sarker,,,,,,,,,
নাম তোমার বাটপারী টা ও বন্ধ করো,?,Imran H Sarker,,,,,,,,,
নাম আসলেই একটা রাস্কেল,1,Imran H Sarker,,,,,,,,,
ও নায়ক নয় খল নায়ক হয়েই থাকবে,0,Imran H Sarker,,,,,,,,,
একটা ফালতু পোলা,1,Imran H Sarker,,,,,,,,,
আপনার পাকনামীর দিন শেষ নাম,0,Imran H Sarker,,,,,,,,,
বউ ছেড়ে যাবার পর আপনার মাথাটা মনে হয় গেছে,0,Imran H Sarker,,,,,,,,,
নাম চুতিয়া,1,Imran H Sarker,,,,,,,,,
নাম তোর পোন তুই মার,1,Imran H Sarker,,,,,,,,,
তুই ত নাম সবচেয়ে বড় মাদারি,1,Imran H Sarker,,,,,,,,,
নাম তোমার হোগার ভিতরে গরুর ধন ঢুকসিলো যার কারণে তোমার এই অবস্থাযাক তোমার সুস্থতা কামনা করি,1,Imran H Sarker,,,,,,,,,
শালা হিজরা নাম,1,Imran H Sarker,,,,,,,,,
ঘুম থেকে কখন উঠলেন,0,Imran H Sarker,,,,,,,,,
বোকাচোদা লজ্জা হয় না এখনো ছাত্রলীগ থেকে বহিষ্কার হওয়ার পরেও লজ্জাহীন,1,Imran H Sarker,,,,,,,,,
